"id","nearc2","nearc4","educ","age","fatheduc","motheduc","weight","momdad14","sinmom14","step14","reg661","reg662","reg663","reg664","reg665","reg666","reg667","reg668","reg669","south66","black","smsa","south","smsa66","wage","enroll","kww","iq","married","libcrd14","exper","lwage","expersq"
910,0,0,12,26,12,8,327808,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,493,0,34,104,1,0,8,6.200509071350098,64
911,0,0,10,24,12,9,318670,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,650,0,26,,1,0,8,6.476972579956055,64
912,0,0,7,31,5,8,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,308,0,33,,4,0,18,5.730099678039551,324
913,0,0,16,30,11,9,551690,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,629,0,43,124,1,1,8,6.444131374359131,64
914,0,0,13,28,8,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,409,0,31,110,1,1,9,6.0137152671813965,81
915,0,0,18,33,,,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,600,0,39,112,6,1,9,6.396929740905762,81
916,0,0,12,28,11,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,745,0,34,104,1,1,10,6.613384246826172,100
917,0,0,17,31,,,551690,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,625,1,37,96,1,1,8,6.437751770019531,64
919,0,0,12,29,12,12,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,549,0,37,95,1,1,11,6.308098316192627,121
920,0,0,15,24,12,12,354077,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,326,1,32,95,6,1,3,5.7868971824646,9
921,0,0,9,26,7,,327808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,258,0,20,,1,1,11,5.552959442138672,121
924,0,1,12,26,12,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,875,0,40,103,1,1,8,6.774223804473877,64
925,0,1,12,25,12,12,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,639,0,48,116,1,1,7,6.459904670715332,49
927,0,1,11,33,7,7,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,667,0,37,,1,1,16,6.5027899742126465,256
928,0,1,14,29,12,12,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,504,0,45,95,1,1,9,6.222576141357422,81
929,0,1,17,25,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,313,1,38,101,6,1,2,5.746203422546387,4
931,0,1,18,27,,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1010,0,44,,1,1,3,6.917705535888672,9
932,0,1,10,33,8,9,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,34,,1,1,17,6.907755374908447,289
933,0,1,16,28,,18,422310,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,721,0,39,120,1,1,6,6.580639362335205,36
935,0,1,12,27,8,8,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,785,0,39,102,1,0,9,6.665683746337891,81
936,0,1,12,34,8,12,77455,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,546,0,39,105,1,1,16,6.302618980407715,256
938,0,1,12,25,8,8,77897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,828,0,28,103,4,1,7,6.719013214111328,49
939,0,1,12,25,10,10,77897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,159,0,30,94,1,1,7,5.068904399871826,49
940,0,1,10,27,10,6,94700,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,700,0,22,,1,0,11,6.551080226898193,121
941,0,1,13,28,10,12,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,721,0,36,102,1,0,9,6.580639362335205,81
942,0,1,12,24,10,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,304,0,14,,1,1,6,5.71702766418457,36
944,0,1,16,25,12,16,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,553,0,31,112,6,1,3,6.3153581619262695,9
945,0,1,14,26,7,6,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,542,0,35,101,1,1,6,6.295266151428223,36
947,0,1,16,24,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,509,0,30,121,1,1,2,6.232448101043701,4
948,0,1,16,24,12,12,312925,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,385,0,40,105,1,1,2,5.953243255615234,4
949,1,0,12,32,10,8,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1442,0,42,96,1,1,14,7.273786544799805,196
951,1,0,16,32,14,14,408301,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,879,0,45,128,1,1,10,6.77878475189209,100
953,1,0,13,24,16,14,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1000,0,37,,6,1,5,6.907755374908447,25
954,1,0,12,28,12,9,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,863,0,26,110,1,0,10,6.7604146003723145,100
956,1,0,12,27,11,12,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,740,0,32,92,1,1,9,6.606650352478027,81
957,1,0,12,34,,,355491,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,889,0,39,87,1,1,16,6.790097236633301,256
958,1,0,15,29,9,10,480445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,458,1,34,126,1,1,8,6.126869201660156,64
961,0,1,12,34,,9,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,450,0,34,98,1,1,16,6.10924768447876,256
963,0,1,12,34,,,408301,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,700,0,39,103,1,1,16,6.551080226898193,256
965,0,1,14,33,8,12,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,744,0,49,122,1,1,13,6.612040996551514,169
967,0,1,16,32,12,11,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,889,0,43,109,1,1,10,6.790097236633301,100
969,0,1,18,32,12,12,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,692,0,37,125,1,1,8,6.539586067199707,64
971,0,1,18,33,12,12,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,604,0,38,119,1,0,9,6.403573989868164,81
972,0,1,18,30,,14,551690,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,0,42,97,1,1,6,6.437751770019531,36
973,0,1,14,33,8,12,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,746,0,36,103,1,1,13,6.614725589752197,169
974,0,1,18,33,8,16,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,726,0,42,95,1,1,9,6.587550163269043,81
975,0,1,12,30,8,10,612989,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,560,0,40,99,1,1,12,6.32793664932251,144
976,0,1,12,26,12,10,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,424,0,31,106,1,1,8,6.049733638763428,64
977,0,1,12,26,,12,422310,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,400,0,33,117,1,1,8,5.991464614868164,64
978,0,1,14,26,12,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,250,0,40,112,5,1,6,5.521461009979248,36
979,0,1,13,26,8,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,646,0,30,136,1,1,7,6.470799446105957,49
980,0,1,12,24,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,598,0,35,,1,1,6,6.393590927124023,36
981,0,1,12,27,8,8,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1000,0,33,110,5,1,9,6.907755374908447,81
983,1,1,12,28,12,13,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,528,0,26,111,1,1,10,6.269096374511719,100
984,1,1,12,26,12,13,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,481,0,32,115,4,1,8,6.175867080688477,64
985,1,1,12,33,6,12,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,850,0,47,90,1,1,15,6.745236396789551,225
986,1,1,14,30,,,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,506,0,45,98,1,1,10,6.226536750793457,100
987,1,1,12,29,8,8,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,512,0,41,106,1,0,11,6.2383246421813965,121
988,1,1,11,26,,9,364232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,220,0,20,,6,0,9,5.393627643585205,81
989,1,1,16,24,,,118599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,154,1,38,,6,1,2,5.036952495574951,4
990,1,1,12,31,11,12,134858,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,240,0,44,95,1,1,13,5.4806389808654785,169
991,1,1,12,28,11,12,103231,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,557,0,43,115,1,1,10,6.322565078735352,100
996,1,1,15,27,12,12,327808,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,500,0,40,106,6,0,6,6.214608192443848,36
997,1,1,16,26,,,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,372,0,34,102,1,1,4,5.918893814086914,16
998,1,1,10,25,8,8,312925,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,350,0,26,91,5,0,9,5.857933044433594,81
999,1,1,12,26,8,8,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,584,0,26,114,1,0,8,6.369901180267334,64
1004,1,1,13,26,10,12,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,515,0,34,92,5,1,7,6.244166851043701,49
1006,0,0,12,29,,,428238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,43,111,5,1,11,5.966146945953369,121
1008,0,0,16,25,12,12,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,34,111,4,1,3,5.63478946685791,9
1009,0,0,12,33,,12,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,38,,1,1,15,6.536691665649414,225
1010,0,0,12,26,,12,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,30,96,1,1,8,5.703782558441162,64
1011,0,0,17,27,12,13,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,36,119,1,1,4,6.453625202178955,16
1012,0,0,13,26,12,13,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,32,85,1,1,7,5.834810733795166,49
1013,0,0,16,26,12,12,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,34,98,1,1,4,6.224558353424072,16
1014,0,0,13,24,12,12,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,30,114,1,1,5,5.8749308586120605,25
1015,0,0,12,33,,,352069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,39,79,1,1,15,5.568344593048096,225
1017,0,0,10,32,,,316862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,30,,1,1,16,5.991464614868164,256
1020,0,0,13,29,16,16,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,42,108,1,1,10,6.606650352478027,100
1021,0,0,12,34,8,12,316862,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,,,1,1,16,5.834810733795166,256
1023,0,0,15,29,8,12,428238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,39,121,6,1,8,5.620400905609131,64
1024,0,0,9,24,10,12,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,427,1,36,,6,1,9,6.056784152984619,81
1026,0,0,12,25,12,,312925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,40,117,1,0,7,5.476463317871094,49
1027,0,0,13,24,12,,312925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,21,,1,0,5,5.953243255615234,25
1028,0,0,12,29,4,8,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,32,107,1,0,11,5.857933044433594,121
1030,0,0,12,29,,,551690,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,599,1,40,103,1,1,11,6.395261764526367,121
1031,0,0,15,31,10,12,612989,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,750,0,45,105,1,1,10,6.620073318481445,100
1033,0,0,16,33,12,9,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,692,0,41,105,1,1,11,6.539586067199707,121
1034,0,0,12,34,12,14,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,43,88,1,1,16,4.9904327392578125,256
1036,1,1,12,26,12,10,364232,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,280,0,34,96,1,1,8,5.63478946685791,64
1037,1,1,18,32,,7,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,769,0,46,105,1,1,8,6.6450910568237305,64
1038,1,1,13,32,7,12,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1010,0,41,,4,0,13,6.917705535888672,169
1040,1,1,14,26,16,14,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,517,0,34,100,1,1,6,6.248043060302734,36
1041,1,1,16,26,16,14,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,400,0,43,116,6,1,4,5.991464614868164,16
1046,1,1,12,25,12,10,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,375,0,22,86,1,1,7,5.926926136016846,49
1047,0,1,12,31,12,10,551690,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,27,88,1,1,13,6.390240669250488,169
1049,0,1,7,31,,,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,34,,1,0,18,5.857933044433594,324
1050,0,1,11,33,,,316862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,34,97,1,1,16,6.03308629989624,256
1051,0,1,16,29,,12,428238,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,43,112,5,1,7,5.82304573059082,49
1052,0,1,18,26,18,14,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,35,125,6,1,2,6.175867080688477,4
1053,0,1,12,28,11,11,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,12,,1,1,10,6.214608192443848,100
1054,0,1,12,27,,,327808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,37,,4,1,9,5.720311641693115,81
1056,0,1,10,34,9,,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,31,84,1,1,18,6.10924768447876,324
1058,1,1,16,29,14,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,769,0,45,117,1,1,7,6.6450910568237305,49
1059,1,1,16,26,14,12,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,721,0,42,110,6,1,4,6.580639362335205,16
1060,1,1,13,29,,9,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1000,0,32,104,1,1,10,6.907755374908447,100
1062,1,1,14,30,12,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,35,101,1,1,10,6.437751770019531,100
1063,1,1,16,26,12,11,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,817,0,33,99,1,1,4,6.705638885498047,16
1064,1,1,12,34,8,,358351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,377,0,35,87,1,1,16,5.932245254516602,256
1067,1,1,12,33,,,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,708,0,43,101,1,0,15,6.56244421005249,225
1068,1,1,14,24,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,411,0,31,117,1,1,4,6.0185933113098145,16
1070,1,1,13,32,,,358351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1339,0,41,108,1,1,13,7.199678421020508,169
1071,1,1,12,34,,1,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,716,0,42,,1,0,16,6.573680400848389,256
1075,1,1,10,32,,9,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,192,0,37,86,4,1,16,5.257495403289795,256
1076,1,1,16,32,8,,141996,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,797,0,43,,6,0,10,6.680854797363281,100
1077,1,1,16,34,10,10,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,924,0,33,69,1,1,12,6.828711986541748,144
1078,1,1,15,26,18,16,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,240,1,30,105,6,1,5,5.4806389808654785,25
1079,1,1,13,25,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,39,104,1,0,6,6.437751770019531,36
1080,1,1,8,24,7,10,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1025,0,34,,1,0,10,6.932447910308838,100
1081,1,1,12,28,9,11,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,503,0,38,109,1,1,10,6.220590114593506,100
1089,1,1,16,28,8,8,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,462,0,39,85,1,1,6,6.135564804077148,36
1090,1,1,16,25,9,11,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,476,0,36,114,1,1,3,6.165417671203613,9
1091,1,1,15,26,8,13,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,500,0,33,99,4,1,5,6.214608192443848,25
1094,1,1,12,34,,,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,0,42,,1,1,16,6.907755374908447,256
1095,1,1,13,34,,,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,663,0,46,90,1,1,15,6.496775150299072,225
1097,1,1,15,34,12,12,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,707,0,46,119,1,1,13,6.561030864715576,169
1098,1,1,16,31,,,520447,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,928,0,42,120,1,1,9,6.83303165435791,81
1099,1,1,12,24,,,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,300,0,36,,1,1,6,5.703782558441162,36
1100,1,1,15,27,18,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,365,0,46,112,1,1,6,5.899897575378418,36
1101,1,1,12,30,,,468402,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,645,0,,97,1,1,12,6.469250202178955,144
1104,0,1,18,25,14,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,462,0,30,107,1,1,1,6.135564804077148,1
1105,0,1,18,33,8,12,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1026,0,41,117,1,1,9,6.933423042297363,81
1107,0,1,12,24,12,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,525,0,34,,1,1,6,6.263398170471191,36
1110,0,1,18,29,16,16,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,375,0,41,125,6,1,5,5.926926136016846,25
1111,0,1,18,34,18,16,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1538,0,47,112,1,1,10,7.33823823928833,100
1112,0,1,18,33,18,14,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,923,0,46,106,5,1,9,6.827629089355469,81
1113,0,1,13,26,8,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,568,0,40,104,4,1,7,6.342121601104736,49
1114,0,1,14,25,8,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,600,0,23,89,6,1,5,6.396929740905762,25
1115,0,1,15,27,17,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,721,0,38,116,1,1,6,6.580639362335205,36
1116,0,1,17,24,18,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1116,1,46,,6,1,1,7.017506122589111,1
1121,0,1,14,27,,8,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,712,0,44,123,1,1,7,6.56807804107666,49
1122,0,1,16,29,,8,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,808,0,40,118,1,1,7,6.694561958312988,49
1124,0,1,11,27,8,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,925,0,31,106,1,1,10,6.829793930053711,100
1126,0,1,9,25,,,360396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,550,0,22,,4,1,10,6.309918403625488,100
1127,0,1,12,26,,,358554,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,271,0,20,91,6,1,8,5.602118968963623,64
1129,1,1,7,32,8,11,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,833,0,22,,1,1,19,6.725033760070801,361
1130,1,1,12,30,7,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1200,0,29,103,1,1,12,7.090076923370361,144
1131,1,1,14,33,6,8,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,581,0,40,114,1,0,13,6.364750862121582,169
1132,1,1,17,34,12,8,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,686,0,41,105,1,1,11,6.530877590179443,121
1133,1,1,18,32,12,8,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1000,0,34,84,1,1,8,6.907755374908447,64
1134,1,1,13,24,9,8,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,537,0,31,,6,1,5,6.2859978675842285,25
1135,1,1,12,28,,11,99110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,690,1,32,89,1,0,10,6.536691665649414,100
1139,1,1,12,28,12,16,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,36,81,6,1,10,6.214608192443848,100
1141,0,1,13,33,3,12,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,36,118,1,1,14,6.620073318481445,196
1142,0,1,17,29,8,16,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,913,1,38,91,1,1,6,6.816735744476318,36
1144,0,1,15,24,8,16,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,19,,6,1,3,6.396929740905762,9
1145,0,1,16,24,12,12,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,29,113,6,1,2,6.357842445373535,4
1146,0,1,12,26,8,12,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,601,0,38,121,1,1,8,6.398594856262207,64
1147,0,1,12,31,6,12,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,36,102,1,1,13,6.357842445373535,169
1148,0,1,12,32,,6,346581,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,677,0,36,104,5,1,14,6.51767110824585,196
1150,0,1,18,27,9,10,405452,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,473,0,31,106,1,1,3,6.159095287322998,9
1152,0,1,14,24,8,12,720791,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,350,1,39,,1,1,4,5.857933044433594,16
1153,0,1,15,32,9,12,716702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,620,1,45,108,1,1,11,6.4297194480896,121
1154,0,1,16,24,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,378,0,41,108,6,0,2,5.93489408493042,4
1155,0,1,16,25,16,13,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,243,0,51,121,6,1,3,5.493061542510986,9
1156,0,1,12,26,7,12,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,,87,4,0,8,6.620073318481445,64
1158,0,1,18,30,12,14,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,441,0,35,107,1,1,6,6.08904504776001,36
1159,0,1,14,29,12,14,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,688,0,43,112,6,1,9,6.533788681030273,81
1160,0,1,18,25,12,14,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,501,0,29,116,1,1,1,6.216606140136719,1
1161,0,1,12,29,12,12,520447,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,36,115,6,1,11,5.991464614868164,121
1162,0,1,12,26,12,12,398393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,981,0,39,107,1,1,8,6.888572692871094,64
1163,1,1,14,30,12,12,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,649,0,36,117,1,1,10,6.475432872772217,100
1168,1,1,12,32,,,358351,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,625,0,36,110,1,1,14,6.437751770019531,196
1169,1,1,16,28,12,11,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,707,1,35,97,1,1,6,6.561030864715576,36
1172,1,1,12,29,11,12,538123,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1043,0,42,96,4,1,11,6.949856281280518,121
1173,1,1,12,27,8,8,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,761,0,45,,1,1,9,6.634633541107178,81
1177,1,1,13,25,14,12,360396,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,524,0,28,,1,1,6,6.261491775512695,36
1179,1,1,13,27,6,6,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,575,0,34,91,1,1,8,6.3543701171875,64
1180,1,1,14,26,,6,99110,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,865,0,31,97,6,1,6,6.762729644775391,36
1183,1,1,12,28,12,8,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,713,0,38,90,1,1,10,6.569481372833252,100
1184,1,1,16,27,7,8,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,673,0,,112,1,1,5,6.511745452880859,25
1185,1,1,12,25,7,8,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,662,0,27,97,1,1,7,6.495265483856201,49
1186,1,1,14,29,11,8,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,543,0,45,120,1,1,9,6.297109127044678,81
1187,1,1,13,25,12,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,525,1,40,109,6,1,6,6.263398170471191,36
1188,1,1,12,28,,8,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,640,0,36,,1,1,10,6.46146821975708,100
